Year,GrandPrix,Driver,FP1_best,FP1_mean,FP1_std,FP2_best,FP2_mean,FP2_std,FP3_best,FP3_mean,FP3_std,track_evolution,AirTemp,TrackTemp,Humidity,Rainfall,Team,quali_best,Driver_enc,Team_enc,GrandPrix_enc
2023,Canadian Grand Prix,STR,79.175,79.175,,74.419,75.89925,1.365884470357443,84.944,86.59249999999999,1.3957191336368489,-5.7690000000000055,16.46629213483146,18.4561797752809,87.71910112359551,1,Aston Martin,81.484,18,3,6
2023,Canadian Grand Prix,TSU,,,,74.941,77.09450000000001,1.0445917107201566,84.955,86.15728571428572,1.0493940655263416,,16.46629213483146,18.4561797752809,87.71910112359551,1,AlphaTauri,82.746,19,1,6
2023,Canadian Grand Prix,VER,80.231,80.231,,74.142,76.77381249999999,1.3515366177675943,83.106,84.37,1.3069614888485965,-2.875,16.46629213483146,18.4561797752809,87.71910112359551,1,Red Bull Racing,79.092,20,8,6
2023,Canadian Grand Prix,ZHO,,,,74.811,76.17063636363638,1.0050565429593763,86.75,88.02071428571428,0.7721704721725903,,16.46629213483146,18.4561797752809,87.71910112359551,1,Alfa Romeo,83.342,21,0,6
2023,Dutch Grand Prix,ALB,72.447,75.45775000000002,1.2182987486282217,71.599,72.6055,0.9897098901530018,82.75,85.07716666666666,1.666217922922048,-10.302999999999997,17.963,22.432,77.91,1,Williams,71.419,0,9,7
2023,Dutch Grand Prix,ALO,72.13,74.58488888888888,1.5794239807952517,71.863,73.58471428571428,1.6710544290243519,82.634,84.4015,1.4926005270444351,-10.504000000000005,17.963,22.432,77.91,1,Aston Martin,71.506,1,3,7
2023,Dutch Grand Prix,LEC,73.519,75.78169999999999,1.1525217809462651,71.915,73.05875,0.7895924581706637,83.093,84.74666666666667,2.1957960591396737,-9.573999999999998,17.963,22.432,77.91,1,Ferrari,72.665,8,4,7
2023,Dutch Grand Prix,NOR,72.46,73.61979999999998,0.9976114975279716,71.33,74.7317,2.0400767986633372,83.158,84.5025,1.2769381739144587,-10.698000000000008,17.963,22.432,77.91,1,McLaren,71.104,10,6,7
2023,Dutch Grand Prix,PER,72.323,75.2176923076923,1.6093906913599016,71.817,74.47466666666666,2.094165466241865,82.631,84.55016666666667,1.373005231842423,-10.308000000000007,17.963,22.432,77.91,1,Red Bull Racing,71.88,12,8,7
2023,Dutch Grand Prix,PIA,72.658,74.166875,1.183565730868261,72.901,73.743,1.1907678195181444,82.892,83.94333333333333,1.1783357189980568,-10.233999999999995,17.963,22.432,77.91,1,McLaren,71.938,13,6,7
2023,Dutch Grand Prix,RUS,72.813,74.081625,0.8292247562805706,72.009,74.387125,1.952786758711764,82.01,84.28575000000001,1.6367650804472322,-9.197000000000003,17.963,22.432,77.91,1,Mercedes,71.294,15,7,7
2023,Dutch Grand Prix,SAI,,,,72.093,73.1002,0.8975150138019942,83.438,85.2615,1.5085900370876086,,17.963,22.432,77.91,1,Ferrari,71.754,16,4,7
2023,Dutch Grand Prix,VER,71.852,75.14,1.928519337038996,71.353,74.759,2.072171646686958,81.631,83.87875,2.0207068688951417,-9.778999999999996,17.963,22.432,77.91,1,Red Bull Racing,70.567,20,8,7
2023,Hungarian Grand Prix,ALB,,,,78.377,79.81679999999999,1.8502292290416387,78.592,79.68549999999999,1.3095125047131089,,26.25897435897436,43.86282051282052,34.5,0,Williams,78.917,0,9,8
2023,Hungarian Grand Prix,ALO,,,,78.105,79.60260000000001,1.3516979322319,78.35,79.02733333333333,0.48383082442798925,,26.258974358974367,43.86282051282052,34.5,0,Aston Martin,77.035,1,3,8
2023,Hungarian Grand Prix,BOT,101.032,102.75175,1.4695537587989087,78.085,80.19833333333334,2.1534803226405375,78.489,78.98280000000001,0.3456728221888436,22.542999999999992,26.258974358974367,43.86282051282052,34.5,0,Alfa Romeo,77.034,2,0,8
2023,Hungarian Grand Prix,GAS,,,,77.918,79.37950000000001,1.0152406939571816,78.776,79.2065,0.2780005395678223,,26.258974358974363,43.86282051282052,34.5,0,Alpine,78.045,4,2,8
2023,Hungarian Grand Prix,HAM,,,,78.746,80.1275,2.0065310862281707,77.811,78.8525,0.753786220799148,,26.258974358974367,43.86282051282052,34.5,0,Mercedes,76.609,5,7,8
2023,Hungarian Grand Prix,HUL,,,,78.058,79.503,1.3740724143945247,78.077,80.62033333333333,1.5897817460267956,,26.258974358974367,43.86282051282052,34.5,0,Haas F1 Team,77.186,6,5,8
2023,Hungarian Grand Prix,LEC,,,,77.686,80.4054,2.5083326733110956,78.19,79.27733333333333,0.9758362225974877,,26.258974358974367,43.86282051282052,34.5,0,Ferrari,76.992,8,4,8
2023,Hungarian Grand Prix,MAG,,,,78.504,79.373,0.8110088367788196,78.649,80.9738888888889,1.6320631455648722,,26.25897435897436,43.86282051282052,34.5,0,Haas F1 Team,79.206,9,5,8
2023,Hungarian Grand Prix,NOR,,,,77.701,79.5586,2.0236848321811376,78.082,80.18583333333333,1.9717404917145338,,26.258974358974367,43.86282051282052,34.5,0,McLaren,76.694,10,6,8
2023,Hungarian Grand Prix,OCO,,,,78.045,79.954,1.6779468406358997,78.979,79.13916666666667,0.18865462270155609,,26.258974358974363,43.86282051282052,34.5,0,Alpine,77.841,11,2,8
2023,Hungarian Grand Prix,PER,,,,78.978,79.045,0.06378871373527341,78.067,78.233,0.2814800170527274,,26.258974358974363,43.86282051282052,34.5,0,Red Bull Racing,77.045,12,8,8
2023,Hungarian Grand Prix,PIA,99.154,102.0284,2.3603000444858684,79.117,79.29599999999999,0.2010290194640199,78.598,79.792,1.4976066620730946,20.555999999999997,26.258974358974367,43.86282051282052,34.5,0,McLaren,76.905,13,6,8
2023,Hungarian Grand Prix,RIC,,,,78.385,79.70166666666667,1.1522320368166579,78.828,79.79025,0.6564603948449598,,26.258974358974363,43.86282051282052,34.5,0,AlphaTauri,78.002,14,1,8
2023,Hungarian Grand Prix,RUS,98.795,101.19,2.1955112388689795,79.175,79.71433333333333,0.6123531116384832,78.119,79.70057142857142,1.357778560387378,20.676000000000002,26.258974358974363,43.86282051282052,34.5,0,Mercedes,79.027,15,7,8
2023,Hungarian Grand Prix,SAI,,,,78.182,79.07466666666666,0.9305720462883746,78.234,79.00166666666667,1.167315010326405,,26.258974358974363,43.86282051282052,34.5,0,Ferrari,77.703,16,4,8
2023,Hungarian Grand Prix,SAR,,,,78.836,79.37575,0.6158703191419412,78.814,79.25475,0.6239702850830888,,26.25897435897436,43.86282051282052,34.5,0,Williams,79.248,17,9,8
2023,Hungarian Grand Prix,STR,,,,78.319,79.68083333333334,1.0276544977114939,78.536,79.45439999999999,0.7744077091558437,,26.258974358974367,43.86282051282052,34.5,0,Aston Martin,77.861,18,3,8
2023,Hungarian Grand Prix,TSU,,,,77.934,79.2118,1.048213098563458,79.156,79.84660000000001,0.7091623932499488,,26.25897435897436,43.86282051282052,34.5,0,AlphaTauri,78.919,19,1,8
2023,Hungarian Grand Prix,VER,,,,78.279,79.67750000000001,2.297689926861322,78.061,79.90866666666666,2.846765591567616,,26.258974358974367,43.86282051282052,34.5,0,Red Bull Racing,76.612,20,8,8
2023,Hungarian Grand Prix,ZHO,,,,78.108,80.545625,2.1707904378359495,78.544,79.43419999999999,0.5607724137294922,,26.258974358974363,43.86282051282052,34.5,0,Alfa Romeo,76.971,21,0,8
2023,Italian Grand Prix,ALB,83.444,85.9738888888889,1.4479157817743096,81.979,83.71242857142856,1.961620916244428,82.054,82.378,0.3782203943029299,1.3900000000000006,28.179746835443044,39.426582278481014,40.848101265822784,0,Williams,80.76,0,9,9
2023,Italian Grand Prix,ALO,83.214,85.8065,1.5028165593681462,82.071,84.26899999999999,2.258208914161842,81.711,82.80475,1.0485499851836237,1.5030000000000001,28.179746835443048,39.42658227848101,40.848101265822784,0,Aston Martin,81.417,1,3,9
2023,Italian Grand Prix,BOT,83.952,84.42120000000001,0.6163957332753055,82.595,84.027,1.6904829191683681,82.511,83.1365,0.46679877891871385,1.4410000000000025,28.179746835443048,39.42658227848101,40.848101265822784,0,Alfa Romeo,81.94,2,0,9
2023,Italian Grand Prix,GAS,83.931,86.64684615384616,1.49046334217215,82.651,84.22071428571428,1.7701011943093072,82.852,83.16066666666666,0.42506924926024425,1.0789999999999935,28.179746835443048,39.42658227848101,40.848101265822784,0,Alpine,82.545,4,2,9
2023,Italian Grand Prix,HAM,83.269,85.05476923076922,1.2515084334411637,82.783,85.96027272727272,1.5331467047160936,81.453,83.5685,1.6706210992151556,1.8160000000000025,28.179746835443044,39.426582278481014,40.848101265822784,0,Mercedes,80.82,5,7,9
2023,Italian Grand Prix,HUL,84.067,86.3371,1.8436466551074497,82.291,83.785,1.2982588339772618,81.985,83.1888,1.8875500523164954,2.0819999999999936,28.179746835443044,39.426582278481014,40.848101265822784,0,Haas F1 Team,81.776,6,5,9
2023,Italian Grand Prix,LAW,83.833,85.963,1.8282119133185852,83.167,84.0444,1.4546913074601076,82.296,83.05600000000001,0.5259149170730906,1.536999999999992,28.179746835443048,39.42658227848101,40.848101265822784,0,AlphaTauri,81.758,7,1,9
2023,Italian Grand Prix,LEC,82.966,85.14269999999999,1.7058780111393959,81.716,83.454,1.892358581241942,81.486,83.972,1.387593312177598,1.4799999999999898,28.179746835443044,39.426582278481014,40.848101265822784,0,Ferrari,80.361,8,4,9
2023,Italian Grand Prix,MAG,84.217,86.34353846153846,1.5497294718425663,82.574,84.051,1.7574788761177214,81.884,82.70966666666668,0.5810840444089542,2.3329999999999984,28.179746835443048,39.42658227848101,40.848101265822784,0,Haas F1 Team,82.592,9,5,9
2023,Italian Grand Prix,NOR,83.241,86.11108333333333,1.2336059086591593,81.374,83.71833333333332,1.889994991175025,82.515,83.49322222222223,0.960469517707066,0.7259999999999991,28.179746835443048,39.42658227848101,40.848101265822784,0,McLaren,80.979,10,6,9
2023,Italian Grand Prix,OCO,84.09,85.5883,1.6479024411522551,82.716,84.64320000000001,1.9150364748484578,82.739,83.23733333333332,0.5184074330742807,1.350999999999999,28.17974683544305,39.42658227848101,40.848101265822784,0,Alpine,82.548,11,2,9
2023,Italian Grand Prix,PER,82.834,85.17272222222223,1.5948088878887308,81.54,83.99,1.8589976689962087,82.192,85.186875,1.7493889902722362,0.6420000000000101,28.179746835443044,39.426582278481014,40.848101265822784,0,Red Bull Racing,80.688,12,8,9
2023,Italian Grand Prix,PIA,83.446,85.8024,1.9248149232819467,81.545,83.8422,1.9006282382412365,82.302,83.06240000000001,0.972967265636412,1.1439999999999912,28.179746835443048,39.42658227848101,40.848101265822784,0,McLaren,80.785,13,6,9
2023,Italian Grand Prix,RUS,83.189,85.03328571428571,1.2230032661489474,82.176,84.01985714285715,1.856946366894803,81.73,83.90722222222223,1.5478219194870073,1.458999999999989,28.179746835443044,39.426582278481014,40.848101265822784,0,Mercedes,80.671,15,7,9
2023,Italian Grand Prix,SAI,82.703,85.1945,1.4655714243939102,81.355,84.3325,2.115587726512761,80.912,83.83690909090909,1.6556188845592092,1.7909999999999968,28.179746835443044,39.426582278481014,40.848101265822784,0,Ferrari,80.294,16,4,9
2023,Italian Grand Prix,SAR,83.661,86.20499999999998,1.6885544771259884,82.755,85.36125,1.9597017083511195,82.38,83.28157142857143,0.9098723091992745,1.281000000000006,28.179746835443048,39.42658227848101,40.848101265822784,0,Williams,81.93,17,9,9
2023,Italian Grand Prix,STR,,,,,,,82.245,83.72844444444443,1.1130542564393613,,28.17974683544305,39.42658227848101,40.848101265822784,0,Aston Martin,82.86,18,3,9
2023,Italian Grand Prix,TSU,83.271,85.44575,1.8917998044190616,82.696,84.1855,1.6206666221033859,82.297,82.8558,0.545329900152196,0.9740000000000038,28.179746835443048,39.42658227848101,40.848101265822784,0,AlphaTauri,81.594,19,1,9
2023,Italian Grand Prix,VER,82.657,85.47433333333335,1.6901112389425734,81.631,84.29650000000001,1.8912961541908626,80.998,84.5359,2.121296639636554,1.6589999999999918,28.179746835443044,39.426582278481014,40.848101265822784,0,Red Bull Racing,80.307,20,8,9
2023,Italian Grand Prix,ZHO,84.232,85.14566666666667,0.8630521807322374,83.346,84.1,0.6220156750436414,82.742,83.15733333333334,0.3312604212197236,1.4899999999999949,28.17974683544305,39.42658227848101,40.848101265822784,0,Alfa Romeo,82.39,21,0,9
2023,Japanese Grand Prix,ALB,92.991,95.43477777777778,1.354108173095652,91.555,92.468,0.967462143962229,92.113,92.30066666666666,0.19597023583527795,0.8780000000000001,26.086956521739136,36.55326086956522,47.5,0,Williams,90.537,0,9,10
2023,Japanese Grand Prix,ALO,92.65,94.57483333333334,1.8759390626208152,91.492,92.58875,0.9468746397139016,91.549,92.00025,0.31505065730238313,1.100999999999999,26.086956521739136,36.55326086956522,47.5,0,Aston Martin,90.465,1,3,10
2023,Japanese Grand Prix,BOT,93.86,95.36200000000001,1.4562480557926942,91.739,93.79080000000002,1.6965506771092922,91.699,92.291,0.4270550315825849,2.1610000000000014,26.086956521739136,36.55326086956522,47.5,0,Alfa Romeo,91.049,2,0,10
2023,Japanese Grand Prix,GAS,93.129,95.24875,1.2483243340002401,92.179,93.52074999999999,1.0016567525854359,92.199,92.75175,0.3812718846177895,0.9300000000000068,26.086956521739136,36.55326086956522,47.5,0,Alpine,90.509,4,2,10
2023,Japanese Grand Prix,HAM,93.699,95.22866666666665,1.258191347397791,91.829,92.82939999999999,0.9323136811181096,91.159,91.68566666666668,0.48997380882382874,2.539999999999992,26.086956521739136,36.55326086956523,47.5,0,Mercedes,89.908,5,7,10
2023,Japanese Grand Prix,HUL,93.448,94.85425,0.9564501642357907,91.797,93.495,1.4723718959556407,91.979,92.0795,0.14212846301850143,1.468999999999994,26.086956521739136,36.55326086956522,47.5,0,Haas F1 Team,91.299,6,5,10
2023,Japanese Grand Prix,LAW,93.005,95.28299999999999,1.46952585890824,92.141,93.35,0.8714318676752635,92.048,92.8356,0.6236764385480678,0.9569999999999936,26.086956521739136,36.55326086956522,47.5,0,AlphaTauri,90.425,7,1,10
2023,Japanese Grand Prix,LEC,92.574,95.78766666666667,1.8093728865063297,91.008,92.49174999999998,1.4308245583112782,91.022,93.64183333333334,2.364613407444578,1.5519999999999925,26.086956521739136,36.55326086956522,47.5,0,Ferrari,89.542,8,4,10
2023,Japanese Grand Prix,MAG,93.975,95.55440000000002,1.6691260587505106,92.169,93.334,1.0340314308569172,91.88,92.27875,0.4329413932624148,2.094999999999999,26.086956521739136,36.55326086956522,47.5,0,Haas F1 Team,90.665,9,5,10
2023,Japanese Grand Prix,NOR,92.392,94.8738,1.541406702406029,91.152,93.5585,2.551843843184768,90.507,91.8478,1.2721696820786135,1.884999999999991,26.086956521739136,36.55326086956522,47.5,0,McLaren,89.493,10,6,10
2023,Japanese Grand Prix,OCO,93.516,95.78609999999999,1.6352965378385242,91.794,93.077,0.9318644393544233,91.924,92.35133333333333,0.4517093460770208,1.5919999999999987,26.086956521739136,36.55326086956522,47.5,0,Alpine,90.586,11,2,10
2023,Japanese Grand Prix,PER,93.043,94.06020000000001,1.067482412033096,91.71,92.63525,0.7611282743401441,91.004,91.62766666666666,0.5626067306150248,2.0390000000000015,26.086956521739136,36.55326086956523,47.5,0,Red Bull Racing,89.65,12,8,10
2023,Japanese Grand Prix,PIA,92.713,94.92633333333333,1.1678503432556884,91.662,92.528,0.8808581043505228,90.555,92.6122,1.485421051419425,2.157999999999987,26.086956521739136,36.55326086956522,47.5,0,McLaren,89.458,13,6,10
2023,Japanese Grand Prix,RUS,93.31,95.29908333333333,1.3861851810132029,91.328,93.5146,1.8642274002921422,91.505,91.98533333333334,0.6095164750302815,1.8050000000000068,26.086956521739136,36.55326086956522,47.5,0,Mercedes,90.219,15,7,10
2023,Japanese Grand Prix,SAI,92.273,96.49657142857143,1.6531685061995687,91.237,92.57225,1.121854231469789,91.137,91.8365,0.47157926163053426,1.1359999999999957,26.086956521739136,36.55326086956522,47.5,0,Ferrari,89.85,16,4,10
2023,Japanese Grand Prix,STR,93.04,93.49933333333333,0.398247829037812,91.771,93.00425,0.9884962906691496,92.154,93.00475,0.6361773206688044,0.8860000000000099,26.086956521739136,36.55326086956522,47.5,0,Aston Martin,91.181,18,3,10
2023,Japanese Grand Prix,TSU,92.597,94.5404,1.2726868428643414,92.178,93.33780000000002,1.0536136388638886,91.951,92.87875,0.7963342577084064,0.6460000000000008,26.086956521739136,36.55326086956523,47.5,0,AlphaTauri,90.204,19,1,10
2023,Japanese Grand Prix,VER,91.647,94.9191111111111,2.6392736900729186,90.688,92.47625000000001,2.6687511904759234,90.267,90.80033333333334,0.47411215269526363,1.3800000000000097,26.086956521739136,36.55326086956522,47.5,0,Red Bull Racing,88.877,20,8,10
2023,Japanese Grand Prix,ZHO,94.831,95.91566666666667,0.8272541729521037,92.165,93.5995,1.01201202232648,91.668,92.54175000000001,0.6347221833211705,3.1629999999999967,26.086956521739136,36.55326086956522,47.5,0,Alfa Romeo,91.379,21,0,10
2023,Miami Grand Prix,ALB,91.903,94.38418181818183,1.208615722070653,89.046,91.43762500000001,1.7529360625207389,88.561,89.30999999999999,0.5938320469627701,3.3419999999999987,28.64482758620689,43.26666666666666,59.20689655172414,0,Williams,87.795,0,9,11
2023,Miami Grand Prix,ALO,91.231,92.63377777777778,0.7976300486092818,88.66,90.944,1.8254735002185047,88.618,88.789,0.14388363353766237,2.6129999999999995,28.64482758620689,43.26666666666666,59.206896551724135,0,Aston Martin,87.097,1,3,11
2023,Miami Grand Prix,BOT,91.902,93.9211111111111,1.41368936160357,89.189,91.581875,1.781721433854671,88.456,89.353,0.649755338569833,3.445999999999998,28.64482758620689,43.26666666666666,59.20689655172414,0,Alfa Romeo,87.564,2,0,11
2023,Miami Grand Prix,DEV,94.637,94.869,0.3280975464705571,89.928,91.896,1.261354940416965,89.447,90.34416666666665,0.7030992580473031,5.189999999999998,28.64482758620689,43.26666666666666,59.206896551724135,0,AlphaTauri,88.325,3,1,11
2023,Miami Grand Prix,GAS,91.104,93.4566,2.058204751719323,89.098,90.93399999999998,1.5660495947872595,88.428,89.23471428571428,0.680101883123828,2.676000000000002,28.64482758620689,43.26666666666666,59.206896551724135,0,Alpine,87.612,4,2,11
2023,Miami Grand Prix,HAM,90.337,94.36281818181818,1.611272839601153,88.858,90.76966666666668,1.7523177413547637,88.718,90.141,1.150118130578642,1.6189999999999998,28.64482758620689,43.26666666666666,59.20689655172414,0,Mercedes,87.846,5,7,11
2023,Miami Grand Prix,HUL,91.392,93.8638,2.346067283775123,89.393,92.33169999999998,1.6306115451299605,88.497,89.11420000000001,0.7948692974319721,2.894999999999996,28.64482758620689,43.26666666666666,59.20689655172414,0,Haas F1 Team,87.903,6,5,11
2023,Miami Grand Prix,LEC,90.449,92.59937500000001,1.8508952225882467,88.398,91.165625,2.1773622270667654,87.941,91.0658,2.2852109943917376,2.5079999999999956,28.64482758620689,43.26666666666666,59.206896551724135,0,Ferrari,86.964,8,4,11
2023,Miami Grand Prix,MAG,91.853,95.082,1.7571030134855505,89.171,91.812625,1.5238875977952853,88.607,89.0518,0.2710547915090231,3.245999999999995,28.64482758620689,43.26666666666666,59.206896551724135,0,Haas F1 Team,87.673,9,5,11
2023,Miami Grand Prix,NOR,91.997,94.12108333333333,0.8957640170504861,88.741,92.8615,1.7547587542777172,89.401,90.34675,1.0990463669321089,2.5960000000000036,28.64482758620689,43.26666666666666,59.206896551724135,0,McLaren,88.394,10,6,11
2023,Miami Grand Prix,OCO,91.542,93.8925,1.5517125143765271,88.937,91.14644444444444,1.9924321262662321,88.407,89.628875,0.8997622602665689,3.135000000000005,28.64482758620689,43.26666666666666,59.206896551724135,0,Alpine,87.444,11,2,11
2023,Miami Grand Prix,PER,91.566,93.69999999999999,1.464526203247998,88.419,90.74012499999999,1.8593839561609016,88.05,88.5578,0.47592089678853466,3.5160000000000053,28.64482758620689,43.26666666666666,59.20689655172414,0,Red Bull Racing,86.841,12,8,11
2023,Miami Grand Prix,PIA,91.81,94.29554545454548,1.1534241512675512,89.339,91.82642857142858,1.962214043467469,89.375,89.78799999999998,0.28382300822872053,2.4350000000000023,28.64482758620689,43.26666666666666,59.206896551724135,0,McLaren,88.484,13,6,11
2023,Miami Grand Prix,RUS,90.125,93.40875,1.4694262971844296,89.216,91.0545,1.9276079217517224,88.606,89.30099999999999,0.40611082231332046,1.5190000000000055,28.64482758620689,43.26666666666666,59.206896551724135,0,Mercedes,87.743,15,7,11
2023,Miami Grand Prix,SAI,90.724,92.73299999999999,1.5868273378033273,88.315,91.408,2.027024173511507,88.125,91.6583,2.2511701673179263,2.5990000000000038,28.64482758620689,43.26666666666666,59.20689655172414,0,Ferrari,87.148,16,4,11
2023,Miami Grand Prix,SAR,92.619,94.61118181818182,1.2090965071640725,90.038,92.26500000000001,1.7583377251129988,89.264,89.88480000000001,0.5578957787974413,3.355000000000004,28.64482758620689,43.26666666666666,59.206896551724135,0,Williams,88.577,17,9,11
2023,Miami Grand Prix,STR,91.337,92.6816,1.4123076152170202,88.93,90.95200000000001,1.7351730749409389,88.723,89.49016666666667,0.756634500050497,2.6140000000000043,28.64482758620689,43.26666666666666,59.206896551724135,0,Aston Martin,88.476,18,3,11
2023,Miami Grand Prix,TSU,92.169,93.94357142857142,1.313753637120608,89.613,91.74375,1.623009792242266,89.179,90.0118,0.6868454702478549,2.989999999999995,28.64482758620689,43.26666666666666,59.206896551724135,0,AlphaTauri,88.429,19,1,11
2023,Miami Grand Prix,VER,90.549,92.77324999999999,1.5227399881229127,87.93,90.69270000000002,1.841059601304521,87.535,87.9462,0.5923826466060583,3.01400000000001,28.64482758620689,43.26666666666666,59.206896551724135,0,Red Bull Racing,86.814,20,8,11
2023,Miami Grand Prix,ZHO,92.134,93.81099999999999,1.5032462650322251,89.181,91.56899999999999,1.6639404035802072,89.074,90.03566666666667,0.8051977810865278,3.0600000000000023,28.64482758620689,43.26666666666666,59.206896551724135,0,Alfa Romeo,88.091,21,0,11
2023,Monaco Grand Prix,ALB,74.666,76.28161538461539,1.1181102016692843,74.217,74.65525,0.4769642718974535,73.93,74.51171428571429,0.6101944264701519,0.73599999999999,25.586046511627902,46.4953488372093,34.66279069767442,0,Williams,72.527,0,9,12
2023,Monaco Grand Prix,ALO,73.71,74.95270000000001,1.2616575561097774,72.682,74.90846153846154,1.858734722662373,73.697,74.7658,1.618603626586817,0.012999999999991019,25.586046511627902,46.495348837209306,34.66279069767442,0,Aston Martin,71.449,1,3,12
2023,Monaco Grand Prix,BOT,74.718,75.59542857142857,0.9182673643231309,73.05,75.44146153846154,1.4507535751799607,73.521,74.66600000000001,0.9128084136334415,1.1970000000000027,25.586046511627902,46.495348837209306,34.66279069767442,0,Alfa Romeo,72.625,2,0,12
2023,Monaco Grand Prix,DEV,75.083,76.0568,0.8200213818350531,73.663,75.3605,1.3310178725032495,74.187,75.29433333333333,0.983739328616411,0.8960000000000008,25.586046511627902,46.4953488372093,34.66279069767442,0,AlphaTauri,72.428,3,1,12
2023,Monaco Grand Prix,GAS,74.866,75.90938461538461,0.8878956900505014,73.089,75.56515384615385,1.4687619415772069,73.453,74.91975,1.0504744166327875,1.4129999999999967,25.586046511627902,46.495348837209306,34.66279069767442,0,Alpine,71.933,4,2,12
2023,Monaco Grand Prix,HAM,74.035,76.78524999999999,1.4354336769454334,72.96,75.2061818181818,1.6894803235422347,73.486,73.90433333333334,0.6682322450565574,0.5489999999999924,25.586046511627902,46.495348837209306,34.662790697674424,0,Mercedes,71.725,5,7,12
2023,Monaco Grand Prix,HUL,75.785,76.61733333333332,0.7819352061818622,73.52,75.85864285714285,1.1393200136075003,73.65,74.83183333333334,1.0105286570239658,2.134999999999991,25.586046511627902,46.495348837209306,34.66279069767442,0,Haas F1 Team,73.279,6,5,12
2023,Monaco Grand Prix,LEC,74.093,75.40966666666665,1.3752118018690789,72.527,74.18441666666666,1.497515242498437,73.475,74.53524999999999,0.8356093086285438,0.6180000000000092,25.586046511627902,46.495348837209306,34.66279069767442,0,Ferrari,71.471,8,4,12
2023,Monaco Grand Prix,MAG,74.725,76.1027,0.8924759629505129,73.457,75.4020909090909,1.3661544901324643,73.624,74.791,0.8586070113853033,1.100999999999999,25.586046511627902,46.49534883720931,34.66279069767442,0,Haas F1 Team,73.27,9,5,12
2023,Monaco Grand Prix,NOR,74.467,76.089,0.7130929111974125,72.906,74.11416666666666,1.036304668843417,73.396,75.16,0.9978008676226793,1.070999999999998,25.586046511627902,46.495348837209306,34.66279069767442,0,McLaren,72.254,10,6,12
2023,Monaco Grand Prix,OCO,74.585,76.27707692307693,0.9466214890809006,73.162,75.2814,1.3969098447235997,73.496,74.11733333333332,0.5931777698689217,1.0889999999999986,25.586046511627902,46.495348837209306,34.66279069767442,0,Alpine,71.553,11,2,12
2023,Monaco Grand Prix,PER,74.038,75.3921111111111,1.391169332292481,72.991,75.36472727272728,1.5592339202896466,72.849,73.96371428571429,1.0630893211588108,1.188999999999993,25.586046511627902,46.495348837209306,34.66279069767442,0,Red Bull Racing,73.85,12,8,12
2023,Monaco Grand Prix,PIA,75.192,76.69366666666666,0.8802836123064194,73.673,75.55883333333334,1.2436098360186862,73.998,75.402625,1.1627620979497775,1.1939999999999884,25.586046511627902,46.495348837209306,34.66279069767442,0,McLaren,72.395,13,6,12
2023,Monaco Grand Prix,RUS,75.066,76.41128571428571,0.9430165630015404,73.191,74.92429999999999,1.65565610022801,73.59,73.93925,0.3404344038626732,1.475999999999999,25.586046511627902,46.495348837209306,34.66279069767442,0,Mercedes,71.964,15,7,12
2023,Monaco Grand Prix,SAI,73.372,74.82077777777778,1.2293175726574648,72.569,73.68842857142859,1.0881522346226613,73.261,74.07516666666666,0.7641228740632396,0.1110000000000042,25.586046511627902,46.495348837209306,34.66279069767442,0,Ferrari,71.63,16,4,12
2023,Monaco Grand Prix,SAR,75.557,77.41578571428572,0.821061337404349,74.238,75.7527,1.1738269842224986,73.851,74.68275,0.8256651359156836,1.706000000000003,25.586046511627902,46.495348837209306,34.66279069767442,0,Williams,73.113,17,9,12
2023,Monaco Grand Prix,STR,74.653,76.0154,1.020255436425387,73.185,75.32324999999999,1.5280232104972025,72.942,74.30283333333334,0.767203601833745,1.7110000000000127,25.586046511627902,46.4953488372093,34.66279069767442,0,Aston Martin,72.623,18,3,12
2023,Monaco Grand Prix,TSU,74.82,76.10914285714286,1.142001230088572,73.641,74.90425,1.3258369593796735,73.738,74.73,0.7010256771331562,1.0819999999999936,25.586046511627902,46.495348837209306,34.66279069767442,0,AlphaTauri,72.082,19,1,12
2023,Monaco Grand Prix,VER,74.244,75.66455555555557,1.385468793505568,72.462,75.10026666666666,1.579132649212702,72.776,73.17439999999999,0.47719733863465785,1.4680000000000035,25.586046511627902,46.495348837209306,34.662790697674424,0,Red Bull Racing,71.365,20,8,12
2023,Monaco Grand Prix,ZHO,75.684,76.679,1.0229525893217133,73.354,75.50330769230769,1.3527055225618123,73.772,74.7668,0.6642406943269878,1.911999999999992,25.586046511627902,46.495348837209306,34.66279069767442,0,Alfa Romeo,73.523,21,0,12
2023,Qatar Grand Prix,ALB,88.59,91.08711111111111,1.9241263241042945,,,,,,,,31.416867469879527,34.3855421686747,55.807228915662655,0,Williams,85.707,0,9,13
2023,Qatar Grand Prix,ALO,87.919,90.2985,1.4897884450857823,,,,,,,,31.416867469879524,34.3855421686747,55.807228915662655,0,Aston Martin,84.369,1,3,13
2023,Qatar Grand Prix,BOT,89.041,91.86457142857141,1.925132017736523,,,,,,,,31.416867469879524,34.3855421686747,55.80722891566266,0,Alfa Romeo,85.058,2,0,13
2023,Qatar Grand Prix,GAS,88.821,90.58333333333334,1.275199004077403,,,,,,,,31.416867469879527,34.3855421686747,55.80722891566265,0,Alpine,84.553,4,2,13
